iso3,country,un_region,r,g0,g0_year,vdem_year,delta_g_per_capita,total_deficit_usd,population,ind1_name,ind1_raw,ind1_yes,ind2_name,ind2_raw,ind2_yes,ind3_name,ind3_raw,ind3_yes,ind4_name,ind4_raw,ind4_yes,ind5_name,ind5_raw,ind5_yes,ind6_name,ind6_raw,ind6_yes,ind7_name,ind7_raw,ind7_yes,ind8_name,ind8_raw,ind8_yes,ind9_name,ind9_raw,ind9_yes
LVA,Latvia,Northern Europe,1.0,23409.0845154775,2026,2024,0.0,0.0,1866124.0,Existence of Legal Protections,2.548,Yes,Independent Judiciary,2.508,Yes,Law Enforcement Accountability,2.35,Yes,Protection Against Arbitrary Detention,0.984,Yes,Freedom from Torture and Inhumane Treatment,2.994,Yes,Civilian Protection in Conflict Zones,2.35,Yes,Access to Justice,0.984,Yes,Freedom of Expression and Whistleblower Protections,0.943,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.4% (thresh <=5% and <=10%)",Yes
DNK,Denmark,Northern Europe,1.0,71026.4832271897,2026,2024,0.0,0.0,5976992.0,Existence of Legal Protections,3.569,Yes,Independent Judiciary,3.0054999999999996,Yes,Law Enforcement Accountability,3.249,Yes,Protection Against Arbitrary Detention,0.996,Yes,Freedom from Torture and Inhumane Treatment,2.315,Yes,Civilian Protection in Conflict Zones,3.249,Yes,Access to Justice,0.996,Yes,Freedom of Expression and Whistleblower Protections,0.988,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.4% (thresh <=5% and <=10%)",Yes
CHL,Chile,South America,1.0,16709.8893972307,2026,2024,0.0,0.0,19764771.0,Existence of Legal Protections,2.864,Yes,Independent Judiciary,2.016,Yes,Law Enforcement Accountability,2.328,Yes,Protection Against Arbitrary Detention,0.892,Yes,Freedom from Torture and Inhumane Treatment,2.123,Yes,Civilian Protection in Conflict Zones,2.328,Yes,Access to Justice,0.892,Yes,Freedom of Expression and Whistleblower Protections,0.963,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.4% (thresh <=5% and <=10%)",Yes
EST,Estonia,Northern Europe,1.0,31428.3547816104,2026,2024,0.0,0.0,1372341.0,Existence of Legal Protections,2.916,Yes,Independent Judiciary,2.2045,Yes,Law Enforcement Accountability,2.998,Yes,Protection Against Arbitrary Detention,0.952,Yes,Freedom from Torture and Inhumane Treatment,3.17,Yes,Civilian Protection in Conflict Zones,2.998,Yes,Access to Justice,0.952,Yes,Freedom of Expression and Whistleblower Protections,0.966,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.3% (thresh <=5% and <=10%)",Yes
FIN,Finland,Northern Europe,1.0,53149.7671934051,2026,2024,0.0,0.0,5619911.0,Existence of Legal Protections,2.558,Yes,Independent Judiciary,2.527,Yes,Law Enforcement Accountability,3.186,Yes,Protection Against Arbitrary Detention,0.974,Yes,Freedom from Torture and Inhumane Treatment,3.514,Yes,Civilian Protection in Conflict Zones,3.186,Yes,Access to Justice,0.974,Yes,Freedom of Expression and Whistleblower Protections,0.959,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.2% (thresh <=5% and <=10%)",Yes
BEL,Belgium,Western Europe,1.0,56614.5679499036,2026,2024,0.0,0.0,11858610.0,Existence of Legal Protections,2.528,Yes,Independent Judiciary,2.1455,Yes,Law Enforcement Accountability,3.072,Yes,Protection Against Arbitrary Detention,0.991,Yes,Freedom from Torture and Inhumane Treatment,3.103,Yes,Civilian Protection in Conflict Zones,3.072,Yes,Access to Justice,0.991,Yes,Freedom of Expression and Whistleblower Protections,0.976,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.1% (thresh <=5% and <=10%)",Yes
SWE,Sweden,Northern Europe,1.0,57117.4877440616,2026,2024,0.0,0.0,10569709.0,Existence of Legal Protections,3.017,Yes,Independent Judiciary,2.884,Yes,Law Enforcement Accountability,3.306,Yes,Protection Against Arbitrary Detention,0.964,Yes,Freedom from Torture and Inhumane Treatment,3.565,Yes,Civilian Protection in Conflict Zones,3.306,Yes,Access to Justice,0.964,Yes,Freedom of Expression and Whistleblower Protections,0.953,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.8% (thresh <=5% and <=10%)",Yes
URY,Uruguay,South America,1.0,23906.5133029408,2026,2024,0.0,0.0,3386588.0,Existence of Legal Protections,2.266,Yes,Independent Judiciary,2.1790000000000003,Yes,Law Enforcement Accountability,3.253,Yes,Protection Against Arbitrary Detention,0.898,Yes,Freedom from Torture and Inhumane Treatment,2.03,Yes,Civilian Protection in Conflict Zones,3.253,Yes,Access to Justice,0.898,Yes,Freedom of Expression and Whistleblower Protections,0.929,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.2% (thresh <=5% and <=10%)",Yes
CUB,Cuba,Caribbean,0.0,,2026,2024,,,10979783.0,Existence of Legal Protections,-1.718,No,Independent Judiciary,-0.9359999999999999,No,Law Enforcement Accountability,1.709,No,Protection Against Arbitrary Detention,0.093,No,Freedom from Torture and Inhumane Treatment,-1.532,No,Civilian Protection in Conflict Zones,1.709,No,Access to Justice,0.093,No,Freedom of Expression and Whistleblower Protections,0.101,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
ERI,Eritrea,Eastern Africa,0.0,,2026,2024,,,3535603.0,Existence of Legal Protections,-2.469,No,Independent Judiciary,-2.1260000000000003,No,Law Enforcement Accountability,-2.014,No,Protection Against Arbitrary Detention,0.157,No,Freedom from Torture and Inhumane Treatment,-1.68,No,Civilian Protection in Conflict Zones,-2.014,No,Access to Justice,0.157,No,Freedom of Expression and Whistleblower Protections,0.029,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
PRK,North Korea,Eastern Asia,0.0,,2026,2024,,,26498823.0,Existence of Legal Protections,-1.777,No,Independent Judiciary,-3.2245,No,Law Enforcement Accountability,-2.626,No,Protection Against Arbitrary Detention,0.042,No,Freedom from Torture and Inhumane Treatment,-2.652,No,Civilian Protection in Conflict Zones,-2.626,No,Access to Justice,0.042,No,Freedom of Expression and Whistleblower Protections,0.012,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
SSD,South Sudan,Eastern Africa,0.0,,2026,2024,,,11943408.0,Existence of Legal Protections,-1.801,No,Independent Judiciary,-0.444,No,Law Enforcement Accountability,-0.398,No,Protection Against Arbitrary Detention,0.262,No,Freedom from Torture and Inhumane Treatment,-1.397,No,Civilian Protection in Conflict Zones,-0.398,No,Access to Justice,0.262,No,Freedom of Expression and Whistleblower Protections,0.098,No,Socioeconomic Conditions,"undernourish=22.3%, poverty=100.0% (thresh <=5% and <=10%)",No
SYR,Syria,Western Asia,0.0,,2026,2024,,,24672760.0,Existence of Legal Protections,-1.748,No,Independent Judiciary,-0.978,No,Law Enforcement Accountability,-1.463,No,Protection Against Arbitrary Detention,0.082,No,Freedom from Torture and Inhumane Treatment,-2.541,No,Civilian Protection in Conflict Zones,-1.463,No,Access to Justice,0.082,No,Freedom of Expression and Whistleblower Protections,0.052,No,Socioeconomic Conditions,"undernourish=39.0%, poverty=100.0% (thresh <=5% and <=10%)",No
YEM,Yemen,Western Asia,0.0,,2026,2024,,,40583164.0,Existence of Legal Protections,-1.843,No,Independent Judiciary,-1.1115,No,Law Enforcement Accountability,-1.549,No,Protection Against Arbitrary Detention,0.111,No,Freedom from Torture and Inhumane Treatment,-1.049,No,Civilian Protection in Conflict Zones,-1.549,No,Access to Justice,0.111,No,Freedom of Expression and Whistleblower Protections,0.265,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
